date,time,Severity,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,forest_fire
3/22/21,6:00:00,0.0,4.210999966,73.32546997,0.0,934.6109009,0.0,7.92817688,6.910999775,9.211000443,0.328000009,0.333000004,N
3/22/21,7:00:00,0.0,4.160999775,72.25800323,0.0,934.5043335,0.0,8.714676857,6.361000061,9.011000633,0.328000009,0.333000004,N
3/22/21,8:00:00,0.0,4.361000061,71.25284576,0.0,934.6561279,0.0,8.669948578,5.960999966,8.811000824,0.326999992,0.333000004,N
3/22/21,9:00:00,0.0,4.410999775,71.52223206,0.0,934.5797119,0.0,7.993296623,5.611000061,8.611000061,0.326999992,0.331999987,N
3/22/21,10:00:00,28.57045493,5.0375004,92.59777,0.0,1004.3836,0.9,2.1897945,6.3374996,10.0875,0.37,0.339,Y
3/22/21,11:00:00,0.0,4.06099987,71.1936264,0.0,934.0175171,18.0,5.351784706,4.910999775,8.161000252,0.326999992,0.331999987,N
3/22/21,12:00:00,0.0,2.661000013,89.84459686,0.0,934.1403809,8.699999809,7.729526997,5.56099987,8.161000252,0.319999993,0.328999996,N
3/22/21,13:00:00,0.0,2.960999966,83.02707672,0.0,934.5056763,33.60000229,7.903619289,5.160999775,7.960999966,0.319999993,0.328999996,N
3/22/21,14:00:00,0.0,3.06099987,76.94827271,0.0,934.8100586,37.20000076,6.725354195,4.861000061,7.81099987,0.319999993,0.328999996,N
3/22/21,15:00:00,0.0,3.510999918,78.43167877,0.0,935.5866089,16.79999924,7.172948837,4.910999775,7.611000061,0.319999993,0.328999996,N
3/22/21,16:00:00,0.0,5.660999775,75.19191742,0.0,936.0518799,15.0,7.235910416,5.861000061,7.460999966,0.319999993,0.328999996,N
3/22/21,17:00:00,0.0,7.81099987,67.95304108,0.0,936.1419067,18.29999924,10.73983288,7.31099987,7.460999966,0.319000006,0.328000009,N
3/22/21,18:00:00,0.0,9.311000824,61.61299133,0.0,936.581604,15.29999924,12.97998428,8.761000633,7.511000156,0.319000006,0.328000009,N
3/22/21,19:00:00,0.0,11.56100082,53.7896843,0.0,936.0427856,18.30000114,11.90179825,10.46100044,7.710999966,0.317000002,0.328000009,N
3/22/21,20:00:00,0.0,12.26100063,56.10949707,0.0,935.602356,0.0,14.77754974,11.81100082,7.960999966,0.316000015,0.326999992,N
